,review Text,review Grade
1876,I was very pleased with the phone very easy setup service plan to come very easily at this time I have no complaints whatsoever highly recommended buying from Amazon Prime about 2 from straight talk and neither one of them would activate or work,5
1877,"At first It seemed sketchy. I was just looking for a new phone after owning an iPhone 6 for 2 years. I bought it and it came a day in early. First seeing it it was in good condition. The only thing that I didn’t like was It had these tiny scuffs but you could barley see it, also the battery health was 89% wanted something over 90%. Overall my phone has been just fine.",5
1878,"The Phone came with screen scratches, The charger just broke.... I am not trying to complain but When anyone orders, please give the proper picture.... The charger’s input to the phone broke off.... I’m just happy it didn’t get stuck in the phone",3
1879,Quality product,5
1880,This iPhone was in extremely great condition!! And we saved a ton I will always buy my phones from Amazon!!,5
1881,Phone works perfect my son loves it,5
1882,Loved my phone! Battery life is ok.,4
1883,The second one was great but the first one I received I have had problems with the camera and flash light since I got it works sometimes and sometimes it doesn’t work !!!,3
1884,Product battery life is horrible and should have been bench tested before shipping.,2
1885,Excelentes condiciones,5
1886,Great for the price,5
1887,The microphone is broken making this phone utterly useless. I have bought many refurbished phones in the past with out issue I am absolutely shocked that there is such a significant problem with this phone.,1
1888,"Was kind of Spectacle about buying a Renewed iPhone 8. When receiving it, it came in a generic box. iPhone looks like new and it will be a great Frist phone for my son. Would of liked if it came  with an actual apple charger and brick instead of a bootleg one.",5
1889,"Actually was better than expected, as it’s is renewed product, I was hoping to see some scratch or something, but it loooks brand new",5
1890,Excellent condition !! Everything works perfectly,5
1891,Purchased phone for my son for christmas when he opened it the phone was missing the sim card trey VERY DISAPPOINTED,3
1892,"While the phone was in excellent condition, when I tried to add a SIM card for cell service I was told the phone had an outstanding balance or was still under contract with another carrier. Working through the return process now.",1
1893,Took it to Tmobile and was told I couldn’t use it. Had to return it.,1
1894,"Phone works great overall save for one crucial feature: phone calls. When I attempt to call someone, I can hear them but they cannot hear me. I’ve tested all three microphones and they all work well, but for whatever reason calls still don’t work.",2
1895,It was in mint condition and works perfect. It came with a box and charger.,5
1896,The iphone it's in perfect condition.I make a test series and it's like a new iPhone 8.Baterry life 100%.Renewed premium it's the bests phones in Amazon.I am very satisfied with this phone.,5
1897,It’s had no scratches Touch ID works great best renewed phone I bought,5
1898,"This product did not work with my provider.  When I returned it, all I got was an email stating that I sent them a can of tuna and two pieces of black fabric.  Do not use this seller.  You will be out your money with no chance to get it back.",1
1899,She seems to like it fine.,5
1900,I keep reminding myself that it is a used item. Battery life not great but better than my 5 year old 5c. Fingerprint is frustrating. I’ve redone it a few times and still won’t work. But it does the job for me and isn’t a bad value for the money.,3
1901,"The phone worked fine in the US with our existing carrier and was easy to set up - however, it must have been an Asian model.  The camera sound could not be turned off.  We had to return it.  Seller gave us a refund without issue.",3
1902,I bought it for trading it in with AT&T to get the discount they were offering. And it was perfect. It came nicely packaged and with the charger too.,5
1903,Had an issue with battery not holding charge. Seller was prompt and courteous about solving the issue. Daughter loves the iPhone!,4
1904,"LOOKS GOOD, WORKS GOOD.",5
1905,So far it’s a great phone! Battery life isn’t the greatest but otherwise a great buy!,4
1906,Just like picture and runs as if brand new. Would never guess it wasn’t.. love it!! Now even a year later,5
1907,"Phone arrived and it was everything I'd expect from an iPhone 8, with one critical exception: it was MQ862J/A. The main difference this makes on a day to day basis for anyone buying this is that the camera sound is hardwired on due to Japanese law. So, caveat emptor, you may be stuck with the annoying camera sound.",3
1908,"Can barely hear on this phone, even when on speaker, mobile network will not connect at all, can only use wifi, and it lags when connected to wifi. Horrible, I do not recommend.",1
1909,We loved  the price/quality-,5
1910,thank you,5
1911,"La bateria estaba en 89%, no es malo pero pense que podria estar mejor. Todo funciona perfecto. La caja viene con cargador y adaptador, SIN auriculares. Funciona perfecto. Lo recomiendo",4
1912,"The display is not as vibrant and colorfull as my previous iphone. While the touch screen is functioning properly,something is not right with the screen colors. I suspect the screen was replaced with some cheap knock off and not an apple genuine part. I should had spent $200 more and got a brand new one from apple. I regret this purchase!",2
1913,Excelente,5
1914,Great price and arrived quickly,5
1915,I haven't been able to use it yet but the phone itself seems to be very nice. However it would have been nice to have some directions with at least the basic instructions with it.  I will give you a review as soon as I'm able to use it.,5
